State	County	City	City Type	 Population 	 electricity (kWh) 	 Nat. Gas (cu.ft.) 	 FUELOIL (gallons) 	 Vehicle miles traveled 	 Transport (tCO2e/yr) 	 Housing (tCO2e/yr) 	 Food (tCO2e/yr) 	Goods (tCO2e/yr)	Services (tCO2e/yr)	Total Household Carbon Footprint (tCO2e/yr)	 Households 	 Total City Carbon Footprint (tCO2e/yr) 								
OR	WASCO	THE DALLES	 small 	" 18,871 "	" 9,526 "	" 30,440 "	 29 	" 25,359 "	 17 	 10 	 7 	 5 	 5 	 44 	" 7,979 "	" 352,988 "								
KS	WILSON	NEW ALBANY	 small 	 44 	" 9,716 "	" 25,274 "	 -   	" 21,762 "	 14 	 14 	 7 	 4 	 4 	 44 	 23 	" 1,018 "								
WI	BAYFIELD	BAYFIELD	 small 	" 2,448 "	" 8,806 "	" 48,852 "	 42 	" 19,005 "	 13 	 14 	 8 	 4 	 5 	 44 	" 1,425 "	" 63,042 "								
NY	SUFFOLK	AMAGANSETT	 small 	" 1,167 "	" 7,061 "	" 10,823 "	 565 	" 13,139 "	 10 	 16 	 6 	 5 	 6 	 44 	" 2,114 "	" 93,524 "								
IA	DECATUR	LAMONI	 small 	" 3,002 "	" 10,730 "	" 48,680 "	 5 	" 19,758 "	 13 	 16 	 7 	 4 	 4 	 44 	" 1,140 "	" 50,434 "								
NC	YADKIN	JONESVILLE	 small 	" 5,466 "	" 9,986 "	" 23,144 "	 241 	" 22,741 "	 15 	 13 	 7 	 4 	 5 	 44 	" 2,552 "	" 112,904 "								
TX	RUNNELS	NORTON	 small 	 184 	" 10,633 "	" 25,568 "	 -   	" 25,177 "	 17 	 11 	 7 	 4 	 5 	 44 	 110 	" 4,867 "								
OK	LE FLORE	MUSE	 small 	 306 	" 11,568 "	" 25,335 "	 -   	" 23,645 "	 15 	 15 	 7 	 3 	 4 	 44 	 144 	" 6,371 "								
VT	GRAND ISLE	ISLE LA MOTTE	 small 	 488 	" 7,395 "	" 23,882 "	 524 	" 19,006 "	 13 	 14 	 7 	 5 	 5 	 44 	 415 	" 18,361 "								
AR	BOONE	HARRISON	 small 	" 27,841 "	" 12,477 "	" 37,587 "	 1 	" 23,400 "	 16 	 12 	 7 	 4 	 5 	 44 	" 12,442 "	" 550,489 "								
MO	HOLT	CRAIG	 small 	 975 	" 11,347 "	" 31,802 "	 13 	" 18,498 "	 12 	 16 	 7 	 4 	 4 	 44 	 813 	" 35,972 "								
LA	NATCHITOCHES	CLOUTIERVILLE	 small 	 848 	" 11,574 "	" 24,656 "	 -   	" 22,184 "	 14 	 15 	 8 	 4 	 4 	 44 	 409 	" 18,097 "								
GA	WILKES	TIGNALL	 small 	" 2,082 "	" 12,404 "	" 32,125 "	 18 	" 21,431 "	 14 	 14 	 7 	 4 	 4 	 44 	" 1,388 "	" 61,414 "								
VT	ORLEANS	DERBY	 small 	" 1,766 "	" 6,844 "	" 22,253 "	 564 	" 20,660 "	 14 	 14 	 7 	 4 	 5 	 44 	 950 	" 42,035 "								
PA	JEFFERSON	BIG RUN	 small 	 727 	" 12,212 "	" 81,702 "	 36 	" 19,471 "	 13 	 15 	 7 	 4 	 4 	 44 	 322 	" 14,248 "								
NY	WYOMING	PORTAGEVILLE	 small 	 664 	" 8,493 "	" 56,181 "	 170 	" 22,849 "	 15 	 11 	 8 	 5 	 5 	 44 	 296 	" 13,098 "								
AR	HEMPSTEAD	HOPE	 small 	" 17,264 "	" 13,964 "	" 40,101 "	 1 	" 21,423 "	 14 	 13 	 8 	 4 	 5 	 44 	" 7,132 "	" 315,599 "								
ID	GOODING	HAGERMAN	 small 	" 2,319 "	" 9,228 "	" 22,110 "	 42 	" 27,415 "	 18 	 9 	 8 	 5 	 5 	 44 	" 1,100 "	" 48,679 "								
NJ	SALEM	PENNS GROVE	 small 	" 12,468 "	" 9,049 "	" 50,565 "	 264 	" 18,049 "	 13 	 14 	 8 	 5 	 5 	 44 	" 5,354 "	" 236,938 "								
CA	RIVERSIDE	WHITE WATER	 small 	 804 	" 5,899 "	" 30,551 "	 -   	" 29,387 "	 19 	 7 	 8 	 5 	 5 	 44 	 358 	" 15,845 "								
GA	DOOLY	LILLY	 small 	 234 	" 11,732 "	" 25,740 "	 51 	" 20,676 "	 14 	 14 	 8 	 4 	 5 	 44 	 101 	" 4,470 "								
PA	SUSQUEHANNA	UNION DALE	 small 	" 2,242 "	" 9,474 "	" 22,870 "	 390 	" 18,141 "	 13 	 14 	 8 	 5 	 5 	 44 	" 1,618 "	" 71,613 "								
MS	ADAMS	NATCHEZ	 small 	" 34,693 "	" 13,897 "	" 36,395 "	 0 	" 19,623 "	 13 	 15 	 7 	 4 	 4 	 44 	" 15,312 "	" 677,725 "								
TX	HIDALGO	DONNA	 small 	" 30,837 "	" 13,305 "	" 24,272 "	 1 	" 18,731 "	 12 	 13 	 11 	 4 	 4 	 44 	" 12,415 "	" 549,547 "								
NC	NORTHAMPTON	PLEASANT HILL	 small 	 938 	" 11,211 "	" 25,090 "	 187 	" 20,922 "	 14 	 13 	 8 	 4 	 5 	 44 	 366 	" 16,202 "								
AL	CRENSHAW	BRANTLEY	 small 	" 2,632 "	" 12,823 "	" 27,098 "	 5 	" 23,165 "	 15 	 14 	 7 	 4 	 4 	 44 	" 1,304 "	" 57,725 "								
AR	CONWAY	SOLGOHACHIA	 small 	 535 	" 12,918 "	" 25,880 "	 -   	" 24,840 "	 16 	 12 	 8 	 4 	 4 	 44 	 228 	" 10,093 "								
MT	DANIELS	FLAXVILLE	 small 	 249 	" 8,232 "	" 23,796 "	 151 	" 27,484 "	 18 	 10 	 7 	 4 	 5 	 44 	 157 	" 6,950 "								
GA	WARE	WAYCROSS	 small 	" 35,670 "	" 12,737 "	" 29,608 "	 3 	" 20,636 "	 14 	 14 	 7 	 4 	 5 	 44 	" 15,846 "	" 701,510 "								
MN	BELTRAMI	PONEMAH	 small 	" 1,029 "	" 8,987 "	" 23,340 "	 67 	" 18,016 "	 11 	 13 	 13 	 4 	 3 	 44 	 254 	" 11,245 "								
AL	CONECUH	CASTLEBERRY	 small 	" 2,634 "	" 13,520 "	" 27,025 "	 3 	" 21,950 "	 14 	 14 	 7 	 4 	 4 	 44 	" 1,282 "	" 56,756 "								
VT	WASHINGTON	WEBSTERVILLE	 small 	 110 	" 6,738 "	" 19,141 "	 843 	" 16,169 "	 11 	 17 	 8 	 4 	 4 	 44 	 43 	" 1,904 "								
ME	KNOX	NORTH HAVEN	 small 	 381 	" 7,121 "	" 20,954 "	 663 	" 15,727 "	 11 	 15 	 7 	 5 	 6 	 44 	 488 	" 21,605 "								
NY	ONEIDA	BLOSSVALE	 small 	" 4,867 "	" 6,894 "	" 13,676 "	 458 	" 21,769 "	 15 	 11 	 8 	 5 	 5 	 44 	" 2,488 "	" 110,151 "								
ME	HANCOCK	EAST ORLAND	 small 	 137 	" 7,054 "	" 22,278 "	 551 	" 19,445 "	 14 	 14 	 6 	 5 	 6 	 44 	 117 	" 5,180 "								
CA	LOS ANGELES	HAWAIIAN GARDENS	 small 	" 14,850 "	" 6,590 "	" 31,299 "	 1 	" 21,264 "	 14 	 7 	 13 	 5 	 5 	 44 	" 3,621 "	" 160,319 "								
SC	FLORENCE	COWARD	 small 	" 2,688 "	" 12,391 "	" 25,214 "	 40 	" 24,075 "	 16 	 12 	 8 	 4 	 4 	 44 	" 1,114 "	" 49,322 "								
NY	COLUMBIA	ELIZAVILLE	 small 	" 1,976 "	" 7,126 "	" 12,148 "	 486 	" 21,070 "	 15 	 12 	 7 	 5 	 6 	 44 	" 1,084 "	" 47,994 "								
NY	ULSTER	NEW PALTZ	 small 	" 17,435 "	" 6,219 "	" 16,073 "	 473 	" 20,889 "	 15 	 11 	 7 	 5 	 6 	 44 	" 6,538 "	" 289,484 "								
OK	MUSKOGEE	PORUM	 small 	" 3,003 "	" 12,229 "	" 30,452 "	 -   	" 20,541 "	 14 	 16 	 7 	 4 	 4 	 44 	" 1,962 "	" 86,874 "								
NC	SAMPSON	TURKEY	 small 	" 1,964 "	" 11,941 "	" 25,349 "	 112 	" 22,243 "	 15 	 13 	 8 	 4 	 4 	 44 	 809 	" 35,821 "								
KY	PERRY	BUCKHORN	 small 	 622 	" 12,126 "	" 23,946 "	 25 	" 21,187 "	 14 	 15 	 8 	 4 	 4 	 44 	 253 	" 11,203 "								
OK	BRYAN	CARTWRIGHT	 small 	" 1,411 "	" 11,683 "	" 23,714 "	 -   	" 21,128 "	 14 	 15 	 7 	 4 	 4 	 44 	 827 	" 36,620 "								
MO	IRON	DES ARC	 small 	 684 	" 10,735 "	" 24,563 "	 4 	" 21,273 "	 14 	 15 	 7 	 4 	 4 	 44 	 340 	" 15,056 "								
TX	NAVARRO	CHATFIELD	 small 	 323 	" 10,751 "	" 23,750 "	 -   	" 25,598 "	 17 	 11 	 8 	 4 	 4 	 44 	 154 	" 6,820 "								
WY	NIOBRARA	LANCE CREEK	 small 	 109 	" 8,988 "	" 28,697 "	 -   	" 20,317 "	 14 	 14 	 7 	 4 	 5 	 44 	 81 	" 3,587 "								
CA	IMPERIAL	WESTMORLAND	 small 	" 2,374 "	" 10,364 "	" 35,145 "	 -   	" 20,973 "	 14 	 12 	 10 	 4 	 4 	 44 	 750 	" 33,214 "								
AZ	SANTA CRUZ	NOGALES	 small 	" 22,851 "	" 10,485 "	" 34,578 "	 0 	" 21,160 "	 14 	 12 	 10 	 4 	 4 	 44 	" 7,228 "	" 320,103 "								
NY	ULSTER	PORT EWEN	 small 	" 3,101 "	" 7,142 "	" 44,311 "	 315 	" 20,732 "	 14 	 12 	 8 	 5 	 6 	 44 	" 1,291 "	" 57,174 "								
AR	MISSISSIPPI	MANILA	 small 	" 4,560 "	" 13,171 "	" 43,349 "	 -   	" 22,969 "	 15 	 13 	 8 	 4 	 4 	 44 	" 1,925 "	" 85,252 "								
AR	LEE	HAYNES	 small 	 314 	" 15,740 "	" 47,114 "	 -   	" 19,468 "	 13 	 15 	 9 	 4 	 4 	 44 	 119 	" 5,270 "								
MO	SAINT CLAIR	OSCEOLA	 small 	" 3,509 "	" 10,668 "	" 24,272 "	 12 	" 21,732 "	 14 	 15 	 7 	 4 	 4 	 44 	" 2,073 "	" 91,813 "								
MO	NEW MADRID	CANALOU	 small 	 352 	" 11,526 "	" 26,281 "	 -   	" 18,973 "	 12 	 16 	 8 	 4 	 4 	 44 	 142 	" 6,289 "								
FL	WASHINGTON	EBRO	 small 	 656 	" 11,422 "	" 20,320 "	 31 	" 22,671 "	 15 	 13 	 8 	 4 	 4 	 44 	 311 	" 13,774 "								
WV	MINERAL	PIEDMONT	 small 	" 1,093 "	" 11,626 "	" 70,663 "	 44 	" 17,039 "	 11 	 18 	 7 	 4 	 4 	 44 	 528 	" 23,388 "								
VA	MECKLENBURG	LA CROSSE	 small 	" 3,211 "	" 10,808 "	" 23,817 "	 202 	" 22,244 "	 15 	 13 	 7 	 4 	 5 	 44 	" 1,528 "	" 67,683 "								
TX	HIDALGO	HARGILL	 small 	" 1,009 "	" 14,005 "	" 23,190 "	 -   	" 18,988 "	 12 	 13 	 11 	 4 	 4 	 44 	 308 	" 13,643 "								
MN	CARLTON	HOLYOKE	 small 	 293 	" 8,452 "	" 17,520 "	 160 	" 20,647 "	 14 	 13 	 7 	 5 	 5 	 44 	 279 	" 12,358 "								
LA	CONCORDIA	VIDALIA	 small 	" 7,152 "	" 13,745 "	" 33,409 "	 -   	" 22,783 "	 15 	 13 	 8 	 4 	 4 	 44 	" 3,333 "	" 147,639 "								
MI	DICKINSON	CHANNING	 small 	 544 	" 8,836 "	" 17,961 "	 173 	" 21,070 "	 14 	 14 	 7 	 4 	 5 	 44 	 464 	" 20,554 "								
WI	DOOR	FISH CREEK	 small 	" 1,120 "	" 8,502 "	" 22,512 "	 69 	" 18,278 "	 13 	 13 	 7 	 5 	 6 	 44 	" 1,284 "	" 56,877 "								
TX	SHELBY	SHELBYVILLE	 small 	" 2,763 "	" 12,297 "	" 30,871 "	 -   	" 22,533 "	 15 	 13 	 7 	 4 	 5 	 44 	" 1,738 "	" 76,989 "								
NE	SARPY	OFFUTT A F B	 small 	" 1,453 "	" 10,046 "	" 51,415 "	 -   	" 17,939 "	 12 	 15 	 8 	 4 	 4 	 44 	 372 	" 16,479 "								
ME	WALDO	ISLESBORO	 small 	 603 	" 7,323 "	" 19,960 "	 678 	" 16,420 "	 12 	 16 	 6 	 5 	 6 	 44 	 741 	" 32,826 "								
NJ	BURLINGTON	FORT DIX	 small 	" 7,451 "	" 8,635 "	" 59,561 "	 25 	" 18,342 "	 13 	 11 	 9 	 5 	 6 	 44 	" 1,104 "	" 48,907 "								
ME	KENNEBEC	WATERVILLE	 small 	" 26,368 "	" 5,706 "	" 21,599 "	 703 	" 19,229 "	 13 	 15 	 7 	 4 	 5 	 44 	" 11,673 "	" 517,122 "								
WA	LEWIS	GLENOMA	 small 	" 1,198 "	" 10,387 "	" 23,228 "	 19 	" 26,867 "	 18 	 10 	 8 	 5 	 5 	 44 	 510 	" 22,593 "								
MT	VALLEY	OPHEIM	 small 	 283 	" 7,834 "	" 25,703 "	 87 	" 23,436 "	 16 	 13 	 7 	 4 	 5 	 44 	 190 	" 8,417 "								
MO	PHELPS	ROLLA	 small 	" 27,625 "	" 10,320 "	" 28,429 "	 21 	" 19,413 "	 13 	 15 	 7 	 4 	 5 	 44 	" 12,046 "	" 533,662 "								
SC	LEXINGTON	CAYCE	 small 	" 12,253 "	" 12,559 "	" 40,298 "	 12 	" 21,229 "	 15 	 13 	 7 	 5 	 5 	 44 	" 5,576 "	" 247,030 "								
KY	LETCHER	JACKHORN	 small 	 552 	" 12,324 "	" 23,566 "	 27 	" 22,425 "	 15 	 14 	 8 	 4 	 4 	 44 	 244 	" 10,810 "								
FL	LEVY	MORRISTON	 small 	" 3,881 "	" 11,316 "	" 16,294 "	 15 	" 24,924 "	 16 	 11 	 8 	 4 	 5 	 44 	" 1,744 "	" 77,263 "								
MS	FRANKLIN	MEADVILLE	 small 	" 3,115 "	" 12,789 "	" 26,993 "	 -   	" 21,762 "	 14 	 14 	 7 	 4 	 4 	 44 	" 1,563 "	" 69,245 "								
UT	PIUTE	KINGSTON	 small 	 202 	" 10,943 "	" 59,972 "	 14 	" 24,182 "	 16 	 12 	 8 	 4 	 4 	 44 	 104 	" 4,608 "								
GA	THOMAS	BOSTON	 small 	" 3,169 "	" 13,261 "	" 26,463 "	 9 	" 20,806 "	 14 	 14 	 8 	 4 	 4 	 44 	" 1,403 "	" 62,160 "								
NC	GREENE	SNOW HILL	 small 	" 8,816 "	" 12,258 "	" 26,303 "	 62 	" 22,467 "	 15 	 12 	 8 	 4 	 5 	 44 	" 3,662 "	" 162,247 "								
LA	ACADIA	CROWLEY	 small 	" 20,133 "	" 14,862 "	" 31,437 "	 3 	" 21,686 "	 14 	 13 	 8 	 4 	 4 	 44 	" 8,033 "	" 355,910 "								
AR	RANDOLPH	BIGGERS	 small 	 584 	" 14,643 "	" 40,275 "	 -   	" 22,363 "	 15 	 14 	 8 	 4 	 4 	 44 	 268 	" 11,874 "								
AR	CRITTENDEN	CRAWFORDSVILLE	 small 	" 1,965 "	" 13,914 "	" 36,132 "	 4 	" 21,757 "	 14 	 13 	 8 	 4 	 4 	 44 	 807 	" 35,756 "								
PA	POTTER	AUSTIN	 small 	" 1,380 "	" 10,622 "	" 56,982 "	 102 	" 15,259 "	 11 	 17 	 7 	 5 	 5 	 44 	" 1,763 "	" 78,114 "								
WY	WESTON	OSAGE	 small 	 359 	" 7,639 "	" 24,892 "	 -   	" 25,453 "	 17 	 12 	 7 	 4 	 5 	 44 	 208 	" 9,216 "								
NY	DUTCHESS	WASSAIC	 small 	" 1,214 "	" 6,705 "	" 12,428 "	 512 	" 23,173 "	 16 	 12 	 8 	 5 	 5 	 44 	 535 	" 23,705 "								
WV	BOONE	UNEEDA	 small 	 183 	" 11,274 "	" 49,496 "	 -   	" 22,758 "	 15 	 15 	 7 	 4 	 4 	 44 	 86 	" 3,811 "								
SC	ANDERSON	TOWNVILLE	 small 	" 3,773 "	" 10,597 "	" 25,159 "	 34 	" 22,857 "	 16 	 11 	 7 	 5 	 6 	 44 	" 2,318 "	" 102,711 "								
NY	SAINT LAWRENCE	EDWARDS	 small 	" 1,081 "	" 7,031 "	" 12,142 "	 517 	" 21,720 "	 15 	 12 	 8 	 5 	 5 	 44 	 489 	" 21,668 "								
AR	SAINT FRANCIS	PALESTINE	 small 	" 2,393 "	" 13,540 "	" 31,402 "	 2 	" 23,539 "	 15 	 12 	 8 	 4 	 4 	 44 	 979 	" 43,380 "								
MI	CRAWFORD	FREDERIC	 small 	" 1,932 "	" 9,590 "	" 35,028 "	 13 	" 19,108 "	 13 	 14 	 7 	 5 	 5 	 44 	" 1,586 "	" 70,280 "								
GA	MITCHELL	CAMILLA	 small 	" 9,964 "	" 12,631 "	" 29,337 "	 6 	" 20,519 "	 13 	 14 	 8 	 4 	 4 	 44 	" 3,845 "	" 170,390 "								
ME	SOMERSET	SAINT ALBANS	 small 	" 1,836 "	" 6,697 "	" 22,437 "	 583 	" 20,712 "	 14 	 14 	 8 	 4 	 5 	 44 	" 1,100 "	" 48,746 "								
KY	PERRY	HAZARD	 small 	" 17,184 "	" 12,278 "	" 31,038 "	 13 	" 20,629 "	 14 	 15 	 7 	 4 	 4 	 44 	" 7,596 "	" 336,616 "								
LA	SAINT LANDRY	MORROW	 small 	 562 	" 15,415 "	" 33,380 "	 -   	" 21,004 "	 14 	 14 	 8 	 4 	 4 	 44 	 252 	" 11,168 "								
OR	DOUGLAS	WINSTON	 small 	" 6,823 "	" 10,162 "	" 30,949 "	 14 	" 25,947 "	 17 	 10 	 8 	 5 	 5 	 44 	" 2,801 "	" 124,133 "								
LA	LIVINGSTON	MAUREPAS	 small 	" 2,864 "	" 13,337 "	" 25,943 "	 -   	" 23,333 "	 16 	 12 	 8 	 5 	 5 	 44 	" 1,731 "	" 76,714 "								
SD	PENNINGTON	KEYSTONE	 small 	 714 	" 8,678 "	" 24,781 "	 4 	" 22,579 "	 15 	 13 	 7 	 4 	 5 	 44 	 398 	" 17,640 "								
NY	OSWEGO	MEXICO	 small 	" 6,462 "	" 7,711 "	" 31,523 "	 183 	" 23,135 "	 16 	 9 	 8 	 5 	 6 	 44 	" 2,746 "	" 121,708 "								
AK	PRINCE WALES KETCHIKAN	KLAWOCK	 small 	 955 	" 6,022 "	" 23,429 "	 504 	" 19,543 "	 13 	 13 	 8 	 5 	 5 	 44 	 409 	" 18,129 "								
KY	PERRY	DICE	 small 	 266 	" 12,186 "	" 23,847 "	 70 	" 19,219 "	 13 	 16 	 8 	 4 	 4 	 44 	 113 	" 5,009 "								
MS	JEFFERSON DAVIS	PRENTISS	 small 	" 6,848 "	" 13,265 "	" 28,335 "	 0 	" 21,762 "	 14 	 14 	 8 	 4 	 4 	 44 	" 2,914 "	" 129,163 "								
FL	FLAGLER	PALM COAST	 small 	" 35,958 "	" 11,410 "	" 14,687 "	 2 	" 21,587 "	 15 	 11 	 7 	 5 	 6 	 44 	" 17,036 "	" 755,122 "								
AK	ANCHORAGE	FORT RICHARDSON	 small 	" 5,322 "	" 5,835 "	" 30,931 "	 31 	" 20,444 "	 14 	 10 	 10 	 5 	 5 	 44 	" 1,340 "	" 59,397 "								
NY	ULSTER	BOICEVILLE	 small 	 927 	" 7,057 "	" 12,473 "	 475 	" 22,005 "	 15 	 12 	 7 	 5 	 6 	 44 	 504 	" 22,342 "								
MN	BELTRAMI	REDLAKE	 small 	" 1,884 "	" 8,664 "	" 22,365 "	 94 	" 18,692 "	 12 	 13 	 10 	 4 	 4 	 44 	 574 	" 25,445 "								
SC	LEE	LYNCHBURG	 small 	" 4,058 "	" 12,226 "	" 25,383 "	 116 	" 21,425 "	 14 	 13 	 9 	 4 	 4 	 44 	" 1,610 "	" 71,370 "								
NC	SURRY	MOUNT AIRY	 small 	" 39,058 "	" 9,250 "	" 23,257 "	 252 	" 22,306 "	 15 	 13 	 7 	 4 	 5 	 44 	" 17,138 "	" 759,734 "								
CA	RIVERSIDE	THERMAL	 small 	" 17,009 "	" 7,771 "	" 29,062 "	 2 	" 21,114 "	 14 	 9 	 12 	 5 	 4 	 44 	" 4,630 "	" 205,266 "								
PA	SUSQUEHANNA	JACKSON	 small 	 200 	" 9,849 "	" 20,830 "	 446 	" 18,849 "	 13 	 15 	 8 	 4 	 5 	 44 	 112 	" 4,966 "								
SC	JASPER	RIDGELAND	 small 	" 11,407 "	" 12,433 "	" 25,248 "	 11 	" 22,887 "	 15 	 12 	 8 	 4 	 5 	 44 	" 4,164 "	" 184,615 "								
AR	LITTLE RIVER	ASHDOWN	 small 	" 9,010 "	" 13,844 "	" 33,648 "	 -   	" 22,402 "	 15 	 13 	 7 	 4 	 5 	 44 	" 4,140 "	" 183,552 "								
TN	CAMPBELL	NEWCOMB	 small 	 746 	" 12,023 "	" 27,259 "	 -   	" 23,494 "	 15 	 13 	 7 	 4 	 4 	 44 	 334 	" 14,808 "								
AZ	APACHE	SPRINGERVILLE	 small 	" 4,263 "	" 7,233 "	" 25,161 "	 19 	" 25,006 "	 17 	 10 	 8 	 5 	 5 	 44 	" 1,977 "	" 87,654 "								
KY	BRECKINRIDGE	GARFIELD	 small 	 216 	" 11,703 "	" 22,622 "	 52 	" 22,706 "	 15 	 14 	 8 	 4 	 4 	 44 	 94 	" 4,168 "								
WV	MERCER	PRINCETON	 small 	" 30,375 "	" 11,145 "	" 36,770 "	 30 	" 20,731 "	 14 	 15 	 7 	 4 	 4 	 44 	" 14,345 "	" 636,017 "								
SC	HORRY	LORIS	 small 	" 13,816 "	" 12,009 "	" 24,933 "	 27 	" 23,812 "	 16 	 12 	 8 	 4 	 5 	 44 	" 5,781 "	" 256,314 "								
AR	STONE	FOX	 small 	 763 	" 12,069 "	" 25,156 "	 4 	" 26,164 "	 17 	 11 	 7 	 4 	 4 	 44 	 388 	" 17,203 "								
ME	PENOBSCOT	DEXTER	 small 	" 4,344 "	" 6,581 "	" 21,364 "	 652 	" 20,477 "	 14 	 15 	 7 	 4 	 4 	 44 	" 2,315 "	" 102,642 "								
VT	ORLEANS	NEWPORT	 small 	" 7,898 "	" 6,254 "	" 21,505 "	 635 	" 20,111 "	 14 	 15 	 7 	 4 	 5 	 44 	" 3,659 "	" 162,235 "								
VA	NOTTOWAY	BURKEVILLE	 small 	" 3,595 "	" 10,630 "	" 23,640 "	 276 	" 21,484 "	 14 	 14 	 7 	 4 	 4 	 44 	" 1,012 "	" 44,871 "								
IA	CLAYTON	MC GREGOR	 small 	" 1,885 "	" 8,073 "	" 22,999 "	 68 	" 22,124 "	 15 	 12 	 7 	 5 	 5 	 44 	 935 	" 41,458 "								
HI	MAUI	WAILUKU	 small 	" 21,762 "	" 5,032 "	" 24,058 "	 0 	" 21,728 "	 15 	 8 	 9 	 6 	 6 	 44 	" 7,719 "	" 342,261 "								
AL	JACKSON	LANGSTON	 small 	 582 	" 11,695 "	" 24,954 "	 -   	" 21,270 "	 15 	 13 	 7 	 5 	 5 	 44 	 532 	" 23,590 "								
WI	MARQUETTE	BRIGGSVILLE	 small 	 485 	" 8,363 "	" 23,326 "	 76 	" 21,310 "	 15 	 13 	 7 	 5 	 5 	 44 	 321 	" 14,234 "								
MI	MACOMB	CENTER LINE	 small 	" 8,789 "	" 9,563 "	" 69,761 "	 -   	" 18,581 "	 13 	 16 	 7 	 4 	 5 	 44 	" 4,054 "	" 179,766 "								
NY	COLUMBIA	PHILMONT	 small 	" 1,936 "	" 6,408 "	" 9,838 "	 631 	" 20,190 "	 14 	 13 	 8 	 5 	 5 	 44 	 787 	" 34,898 "								
AR	ARKANSAS	GILLETT	 small 	 992 	" 15,221 "	" 39,120 "	 3 	" 21,060 "	 14 	 14 	 7 	 4 	 5 	 44 	 572 	" 25,364 "								
PA	BRADFORD	NEW ALBANY	 small 	" 1,924 "	" 8,985 "	" 22,322 "	 418 	" 19,339 "	 13 	 14 	 8 	 5 	 5 	 44 	" 1,215 "	" 53,879 "								
PA	BRADFORD	SAYRE	 small 	" 10,811 "	" 9,193 "	" 48,007 "	 284 	" 18,958 "	 13 	 14 	 7 	 5 	 5 	 44 	" 4,915 "	" 217,957 "								
ID	BENEWAH	PLUMMER	 small 	" 1,591 "	" 9,357 "	" 23,312 "	 66 	" 25,352 "	 17 	 10 	 9 	 5 	 5 	 44 	 774 	" 34,324 "								
WI	WAUSHARA	SAXEVILLE	 small 	 35 	" 10,607 "	" 65,058 "	 -   	" 17,922 "	 12 	 16 	 7 	 4 	 5 	 44 	 30 	" 1,330 "								
NE	CHERRY	WOOD LAKE	 small 	 200 	" 9,554 "	" 23,272 "	 34 	" 22,361 "	 15 	 13 	 7 	 4 	 5 	 44 	 135 	" 5,987 "								
NY	CHENANGO	BAINBRIDGE	 small 	" 4,874 "	" 6,766 "	" 13,843 "	 456 	" 22,550 "	 15 	 11 	 8 	 5 	 5 	 44 	" 2,269 "	" 100,623 "								
PA	BEAVER	MIDLAND	 small 	" 4,747 "	" 9,565 "	" 61,067 "	 143 	" 17,750 "	 12 	 17 	 7 	 4 	 5 	 44 	" 2,275 "	" 100,891 "								
WI	ONEIDA	HAZELHURST	 small 	" 1,459 "	" 8,470 "	" 27,326 "	 45 	" 19,654 "	 14 	 13 	 7 	 5 	 6 	 44 	" 1,397 "	" 61,954 "								
SD	CAMPBELL	POLLOCK	 small 	 428 	" 9,487 "	" 28,037 "	 171 	" 20,834 "	 14 	 15 	 7 	 4 	 4 	 44 	 301 	" 13,349 "								
VA	LEE	DRYDEN	 small 	" 2,337 "	" 10,835 "	" 24,550 "	 64 	" 23,050 "	 15 	 13 	 8 	 4 	 4 	 44 	 971 	" 43,066 "								
NM	LINCOLN	HONDO	 small 	 255 	" 8,823 "	" 24,966 "	 -   	" 25,799 "	 17 	 10 	 8 	 4 	 5 	 44 	 130 	" 5,767 "								
TX	HIDALGO	ALAMO	 small 	" 25,680 "	" 13,226 "	" 24,086 "	 1 	" 19,635 "	 13 	 13 	 11 	 4 	 4 	 44 	" 9,306 "	" 412,808 "								
CA	KERN	WASCO	 small 	" 22,752 "	" 8,122 "	" 41,165 "	 -   	" 23,307 "	 15 	 8 	 11 	 5 	 5 	 44 	" 4,762 "	" 211,239 "								
OR	GRANT	DAYVILLE	 small 	 245 	" 9,394 "	" 22,740 "	 172 	" 26,164 "	 18 	 11 	 7 	 4 	 5 	 44 	 137 	" 6,077 "								
TX	COTTLE	CEE VEE	 small 	 35 	" 9,852 "	" 24,124 "	 -   	" 23,526 "	 16 	 11 	 8 	 5 	 5 	 44 	 26 	" 1,153 "								
NJ	UNION	VAUXHALL	 small 	" 3,411 "	" 8,636 "	" 73,496 "	 166 	" 15,065 "	 11 	 14 	 8 	 5 	 6 	 44 	" 1,310 "	" 58,115 "								
SD	CHARLES MIX	WAGNER	 small 	" 3,360 "	" 9,391 "	" 20,997 "	 100 	" 21,193 "	 14 	 14 	 8 	 4 	 4 	 44 	" 1,296 "	" 57,497 "								
OR	KLAMATH	CHILOQUIN	 small 	" 3,218 "	" 9,910 "	" 24,606 "	 126 	" 26,066 "	 17 	 11 	 8 	 4 	 5 	 44 	" 1,529 "	" 67,834 "								
FL	ALACHUA	ISLAND GROVE	 small 	 109 	" 9,953 "	" 15,336 "	 -   	" 29,060 "	 19 	 10 	 7 	 4 	 4 	 44 	 53 	" 2,351 "								
MS	MADISON	CAMDEN	 small 	" 1,194 "	" 13,801 "	" 33,058 "	 -   	" 21,688 "	 14 	 13 	 10 	 4 	 4 	 44 	 423 	" 18,767 "								
